,Better Distance
Dijkstras,50/50
Equal,0/50
Prims,0/50
No Path Found,0/50
,
,Average Runtime
Dijkstras,0.053211271719999995
Prims,0.6084525309200001
,
,Average Operations
Dijkstras,2513164.36
Prims,10965.22
